congress,chamber,icpsr,state_abbrev,party_code,bioname,nominate_dim1
110,House,20106,CA,100,"WATSON, Diane Edith",-0.531
110,House,20107,CA,200,"ISSA, Darrell",0.476
110,House,20108,CA,100,"DAVIS, Susan A.",-0.343
110,House,20306,CA,100,"CARDOZA, Dennis A.",-0.262
110,House,20307,CA,200,"NUNES, Devin",0.45
110,House,20310,CA,100,"SÁNCHEZ, Linda T.",-0.507
110,House,20501,CA,100,"COSTA, Jim",-0.199
110,House,20538,CA,100,"MATSUI, Doris",-0.433
110,House,20539,CA,200,"CAMPBELL, John",0.748
110,House,20702,CA,100,"MCNERNEY, Jerry",-0.263
110,House,20703,CA,200,"MCCARTHY, Kevin",0.453
110,House,20752,CA,100,"RICHARDSON, Laura",-0.339
110,House,20762,CA,100,"SPEIER, Karen Lorraine Jacqueline (Jackie)",-0.381
110,House,29104,CA,200,"DOOLITTLE, John Taylor",0.519
110,House,29106,CA,100,"WATERS, Maxine",-0.656
110,House,29309,CA,100,"WOOLSEY, Lynn C.",-0.556
110,House,29312,CA,100,"ESHOO, Anna Georges",-0.379
110,House,29313,CA,100,"FARR, Sam",-0.455
110,House,29315,CA,200,"McKEON, Howard P. (Buck)",0.396
110,House,29316,CA,100,"BECERRA, Xavier",-0.512
110,House,29317,CA,100,"ROYBAL-ALLARD, Lucille",-0.469
110,House,29318,CA,100,"HARMAN, Jane L.",-0.262
110,House,29321,CA,200,"ROYCE, Edward Randall",0.657
110,House,29323,CA,200,"CALVERT, Ken",0.34
110,House,29325,CA,100,"FILNER, Bob",-0.652
110,House,29504,CA,100,"LOFGREN, Zoe",-0.396
110,House,29505,CA,200,"RADANOVICH, George P.",0.484
110,House,29508,CA,200,"BILBRAY, Brian P.",0.392
110,House,29586,CA,100,"MILLENDER-MCDONALD, Juanita",-0.438
110,House,29705,CA,100,"TAUSCHER, Ellen O'Kane",-0.308
110,House,29707,CA,100,"SHERMAN, Brad",-0.345
110,House,29709,CA,100,"SANCHEZ, Loretta",-0.367
110,House,29774,CA,100,"CAPPS, Lois",-0.389
110,House,29775,CA,200,"BONO, Mary",0.353
110,House,29778,CA,100,"LEE, Barbara",-0.676
110,House,29901,CA,100,"THOMPSON, Michael",-0.392
110,House,29903,CA,100,"NAPOLITANO, Grace Flores",-0.448
110,House,29905,CA,200,"MILLER, Gary G.",0.478
110,House,29942,CA,100,"BACA, Joe",-0.349
110,House,20311,CO,200,"MUSGRAVE, Marilyn N",0.565
110,House,20502,CO,100,"SALAZAR, John",-0.277
110,House,20704,CO,200,"LAMBORN, Doug",0.665
110,House,20705,CO,100,"PERLMUTTER, Ed",-0.282
110,House,29710,CO,100,"DEGETTE, Diana",-0.431
110,House,29906,CO,100,"UDALL, Mark",-0.353
110,House,29907,CO,200,"TANCREDO, Thomas G.",0.75
110,House,15449,CT,200,"SHAYS, Christopher H.",0.129
110,House,20706,CT,100,"COURTNEY, Joe",-0.336
110,House,20707,CT,100,"MURPHY, Christopher",-0.289
110,House,29109,CT,100,"DeLAURO, Rosa L.",-0.414
110,House,29908,CT,100,"LARSON, John B.",-0.396
110,House,29327,DE,200,"CASTLE, Michael Newbold",0.229
110,House,21993,DC,100,"NORTON, Eleanor Holmes",-0.491
110,House,13047,FL,200,"YOUNG, Charles William (Bill)",0.325
110,House,15627,FL,200,"STEARNS, Clifford Bundy",0.554
110,House,15634,FL,200,"ROS-LEHTINEN, Ileana",0.244
110,House,20110,FL,200,"MILLER, Jefferson B. (Jeff)",0.633
110,House,20111,FL,200,"CRENSHAW, Ander",0.333
110,House,20112,FL,200,"KELLER, Richard (Ric)",0.458
110,House,20113,FL,200,"PUTNAM, Adam",0.414
110,House,20313,FL,200,"BROWN-WAITE, Virginia (Ginny)",0.36
110,House,20315,FL,200,"FEENEY, Tom",0.641
110,House,20316,FL,200,"DIAZ-BALART, Mario",0.282
110,House,20358,FL,100,"MEEK, Kendrick B.",-0.363
110,House,20503,FL,200,"MACK, Connie, IV",0.601
110,House,20504,FL,100,"WASSERMAN SCHULTZ, Debbie",-0.413
110,House,20708,FL,100,"CASTOR, Kathy",-0.434
110,House,20709,FL,200,"BUCHANAN, Vernon G.",0.362
110,House,20710,FL,100,"MAHONEY, Tim",-0.163
110,House,20711,FL,100,"KLEIN, Ron",-0.265
110,House,20758,FL,200,"BILIRAKIS, Gus",0.424
110,House,29328,FL,100,"BROWN, Corrine",-0.429
110,House,29331,FL,200,"MICA, John L.",0.453
110,House,29336,FL,200,"DIAZ-BALART, Lincoln",0.243
110,House,29337,FL,100,"HASTINGS, Alcee Lamar",-0.564
110,House,29509,FL,200,"WELDON, David Joseph",0.471
110,House,29713,FL,100,"BOYD, F. Allen, Jr.",-0.181
110,House,29715,FL,100,"WEXLER, Robert",-0.392
110,House,15431,GA,100,"LEWIS, John R.",-0.589
110,House,20317,GA,100,"MARSHALL, Jim",-0.119
110,House,20319,GA,200,"GINGREY, Phil",0.561
110,House,20321,GA,100,"SCOTT, David",-0.305
110,House,20505,GA,200,"PRICE, Tom",0.644
110,House,20506,GA,200,"WESTMORELAND, Lynn A.",0.672
110,House,20507,GA,100,"BARROW, John",-0.119
110,House,20712,GA,100,"JOHNSON, Hank",-0.479
110,House,20753,GA,200,"BROUN, Paul C., Jr.",0.913
110,House,29338,GA,200,"KINGSTON, Jack",0.54
110,House,29339,GA,100,"BISHOP, Sanford Dixon, Jr.",-0.289
110,House,29341,GA,200,"LINDER, John Elmer",0.559
110,House,29513,GA,200,"NORWOOD, Charles W., Jr.",0.533
110,House,99342,GA,200,"DEAL, John Nathan",0.581
110,House,20764,GU,100,"BORDALLO, Madeleine",NA
110,House,15245,HI,100,"ABERCROMBIE, Neil",-0.432
110,House,20713,HI,100,"HIRONO, Mazie",-0.512
110,House,20714,ID,200,"SALI, William",0.639
110,House,29910,ID,200,"SIMPSON, Michael K.",0.296
110,House,15417,IL,200,"HASTERT, John Dennis",0.443
110,House,15453,IL,100,"COSTELLO, Jerry Francis",-0.317
110,House,20115,IL,200,"KIRK, Mark Steven",0.274
110,House,20116,IL,200,"JOHNSON, Timothy V.",0.264
110,House,20323,IL,100,"EMANUEL, Rahm",-0.372
110,House,20508,IL,100,"LIPINSKI, Daniel",-0.227
110,House,20509,IL,100,"BEAN, Melissa L.",-0.155
110,House,20715,IL,200,"ROSKAM, Peter",0.429
110,House,20716,IL,100,"HARE, Phil",-0.38
110,House,20749,IL,100,"FOSTER, Bill",-0.238
110,House,29346,IL,100,"RUSH, Bobby L.",-0.479
110,House,29348,IL,100,"GUTIÉRREZ, Luis V.",-0.487
110,House,29349,IL,200,"MANZULLO, Donald A.",0.51
110,House,29516,IL,200,"WELLER, Gerald C. (Jerry)",0.288
110,House,29517,IL,200,"LAHOOD, Ray H.",0.246
110,House,29585,IL,100,"JACKSON, Jesse L., Jr.",-0.538
110,House,29717,IL,100,"DAVIS, Danny K.",-0.487
110,House,29718,IL,200,"SHIMKUS, John M.",0.375
110,House,29911,IL,100,"SCHAKOWSKY, Janice D.",-0.602
110,House,29912,IL,200,"BIGGERT, Judy Borg",0.323
110,House,15014,IN,200,"BURTON, Danny Lee",0.585
110,House,15124,IN,100,"VISCLOSKY, Peter",-0.402
110,House,20117,IN,200,"PENCE, Mike",0.655
110,House,20717,IN,100,"DONNELLY, Joe",-0.119
110,House,20718,IN,100,"ELLSWORTH, Brad",-0.106
110,House,20757,IN,100,"CARSON, André",-0.434
110,House,29350,IN,200,"BUYER, Stephen Earle",0.435
110,House,29519,IN,200,"SOUDER, Mark Edward",0.435
110,House,29720,IN,100,"CARSON, Julia May",-0.464
110,House,29914,IN,100,"HILL, Baron P.",-0.121
110,House,20325,IA,200,"KING, Steve",0.613
110,House,20719,IA,100,"BRALEY, Bruce",-0.31
110,House,20720,IA,100,"LOEBSACK, Dave",-0.276
110,House,29522,IA,200,"LATHAM, Thomas",0.302
110,House,29721,IA,100,"BOSWELL, Leonard L.",-0.238
110,House,20721,KS,100,"BOYDA, Nancy",-0.193
110,House,29524,KS,200,"TIAHRT, Todd",0.449
110,House,29722,KS,200,"MORAN, Jerry",0.413
110,House,29915,KS,100,"MOORE, Dennis",-0.267
110,House,14854,KY,200,"ROGERS, Harold Dallas (Hal)",0.334
110,House,20326,KY,100,"CHANDLER, A. B. (Ben)",-0.232
110,House,20511,KY,200,"DAVIS, Geoffrey C. (Geoff)",0.398
110,House,20723,KY,100,"YARMUTH, John",-0.378
110,House,29352,KY,200,"LEWIS, Ron",0.418
110,House,29525,KY,200,"WHITFIELD, Wayne Edward (Ed)",0.303
110,House,15401,LA,200,"BAKER, Richard Hugh",0.423
110,House,15451,LA,200,"MCCRERY, James O., III",0.362
110,House,20512,LA,200,"JINDAL, Bobby",0.388
110,House,20513,LA,100,"MELANCON, Charles J.",-0.178
110,House,20514,LA,200,"BOUSTANY, Charles W.",0.392
110,House,20759,LA,200,"SCALISE, Steve",0.559
110,House,20760,LA,100,"CAZAYOUX, Donald J., Jr.",-0.027
110,House,29120,LA,100,"JEFFERSON, William Jennings",-0.424
110,House,90327,LA,200,"ALEXANDER, Rodney",0.331
110,House,20328,ME,100,"MICHAUD, Michael H.",-0.283
110,House,29728,ME,100,"ALLEN, Thomas H.",-0.4
110,House,14873,MD,100,"HOYER, Steny Hamilton",-0.381
110,House,20329,MD,100,"RUPPERSBERGER, C. A. Dutch",-0.299
110,House,20330,MD,100,"VAN HOLLEN, Christopher",-0.399
110,House,20724,MD,100,"SARBANES, John",-0.466
110,House,20763,MD,100,"EDWARDS, Donna F.",-0.562
110,House,29122,MD,200,"GILCHREST, Wayne Thomas",0.204
110,House,29355,MD,100,"WYNN, Albert Russell",-0.38
110,House,29356,MD,200,"BARTLETT, Roscoe Gardner",0.493
110,House,29587,MD,100,"CUMMINGS, Elijah Eugene",-0.438
110,House,14435,MA,100,"MARKEY, Edward John",-0.517
110,House,14824,MA,100,"FRANK, Barney",-0.499
110,House,15616,MA,100,"NEAL, Richard Edmund",-0.417
110,House,20119,MA,100,"LYNCH, Stephen F.",-0.342
110,House,20754,MA,100,"TSONGAS, Nicola S. (Niki)",-0.396
110,House,29123,MA,100,"OLVER, John Walter",-0.577
110,House,29358,MA,100,"MEEHAN, Martin Thomas",-0.39
110,House,29729,MA,100,"McGOVERN, James P.",-0.538
110,House,29730,MA,100,"TIERNEY, John F.",-0.488
110,House,29731,MA,100,"DELAHUNT, Bill",-0.495
110,House,29919,MA,100,"CAPUANO, Michael Everett",-0.58
110,House,2605,MI,100,"DINGELL, John David, Jr.",-0.448
110,House,10713,MI,100,"CONYERS, John, Jr.",-0.658
110,House,14430,MI,100,"KILDEE, Dale Edward",-0.385
110,House,15033,MI,100,"LEVIN, Sander Martin",-0.379
110,House,15446,MI,200,"UPTON, Frederick Stephen",0.32
110,House,20120,MI,200,"ROGERS, Mike",0.4
110,House,20331,MI,200,"MILLER, Candice S.",0.343
110,House,20332,MI,200,"McCOTTER, Thaddeus George",0.335
110,House,20725,MI,200,"WALBERG, Tim",0.498
110,House,29124,MI,200,"CAMP, David Lee",0.385
110,House,29360,MI,100,"STUPAK, Bart T.",-0.396
110,House,29361,MI,200,"HOEKSTRA, Peter",0.516
110,House,29362,MI,200,"EHLERS, Vernon James",0.316
110,House,29365,MI,200,"KNOLLENBERG, Joseph",0.366
110,House,29733,MI,100,"KILPATRICK, Carolyn Cheeks",-0.491
110,House,14265,MN,100,"OBERSTAR, James Louis",-0.553
110,House,20122,MN,100,"MCCOLLUM, Betty",-0.419
110,House,20333,MN,200,"KLINE, John",0.49
110,House,20726,MN,100,"WALZ, Tim",-0.275
110,House,20727,MN,100,"ELLISON, Keith",-0.537
110,House,20728,MN,200,"BACHMANN, Michele",0.584
110,House,29126,MN,200,"RAMSTAD, James (Jim)",0.316
110,House,29127,MN,100,"PETERSON, Collin Clark",-0.148
110,House,15637,MS,100,"TAYLOR, Gary Eugene (Gene)",-0.045
110,House,20761,MS,100,"CHILDERS, Travis W.",-0.011
110,House,29368,MS,100,"THOMPSON, Bennie",-0.519
110,House,29534,MS,200,"WICKER, Roger F.",0.378
110,House,29734,MS,200,"PICKERING, Charles W. (Chip), Jr.",0.342
110,House,14451,MO,100,"SKELTON, Isaac Newton, IV (Ike)",-0.172
110,House,20123,MO,200,"AKIN, W. Todd",0.612
110,House,20124,MO,200,"GRAVES, Samuel",0.449
110,House,20147,MO,100,"CLAY, William Lacy, Jr.",-0.481
110,House,20516,MO,100,"CARNAHAN, Russ",-0.347
110,House,20517,MO,100,"CLEAVER, Emanuel, II",-0.454
110,House,29735,MO,200,"BLUNT, Roy",0.398
110,House,29736,MO,200,"EMERSON, Jo Ann",0.269
110,House,29737,MO,200,"HULSHOF, Kenny",0.363
110,House,20125,MT,200,"REHBERG, Denny",0.337
110,House,20518,NE,200,"FORTENBERRY, Jeff",0.304
110,House,20729,NE,200,"SMITH, Adrian",0.509
110,House,29921,NE,200,"TERRY, Lee Raymond",0.426
110,House,20334,NV,200,"PORTER, Jon C.",0.241
110,House,20730,NV,200,"HELLER, Dean",0.463
110,House,29922,NV,100,"BERKLEY, Shelley",-0.302
110,House,20731,NH,100,"SHEA-PORTER, Carol",-0.315
110,House,20732,NH,100,"HODES, Paul",-0.256
110,House,14863,NJ,200,"SMITH, Christopher Henry",0.184
110,House,15112,NJ,200,"SAXTON, Hugh James",0.238
110,House,15454,NJ,100,"PALLONE, Frank, Jr.",-0.402
110,House,15619,NJ,100,"PAYNE, Donald Milford",-0.592
110,House,20127,NJ,200,"FERGUSON, Michael",0.244
110,House,20336,NJ,200,"GARRETT, Scott",0.688
110,House,20542,NJ,100,"SIRES, Albio",-0.404
110,House,29132,NJ,100,"ANDREWS, Robert Ernest",-0.297
110,House,29539,NJ,200,"LoBIONDO, Frank A.",0.211
110,House,29541,NJ,200,"FRELINGHUYSEN, Rodney P.",0.292
110,House,29741,NJ,100,"PASCRELL, William J., Jr.",-0.369
110,House,29742,NJ,100,"ROTHMAN, Steven",-0.352
110,House,29923,NJ,100,"HOLT, Rush",-0.463
110,House,20337,NM,200,"PEARCE, Stevan",0.472
110,House,29779,NM,200,"WILSON, Heather",0.247
110,House,29924,NM,100,"UDALL, Thomas (Tom)",-0.453
110,House,13035,NY,100,"RANGEL, Charles B.",-0.514
110,House,15000,NY,100,"ACKERMAN, Gary Leonard",-0.429
110,House,15072,NY,100,"TOWNS, Edolphus",-0.519
110,House,15444,NY,100,"SLAUGHTER, Louise McIntosh",-0.465
110,House,15603,NY,100,"ENGEL, Eliot Lance",-0.408
110,House,15612,NY,100,"LOWEY, Nita M.",-0.389
110,House,15614,NY,100,"McNULTY, Michael Robert",-0.369
110,House,15630,NY,200,"WALSH, James T.",0.208
110,House,20129,NY,100,"ISRAEL, Steve",-0.334
110,House,20338,NY,100,"BISHOP, Timothy H.",-0.338
110,House,20519,NY,100,"HIGGINS, Brian",-0.348
110,House,20520,NY,200,"KUHL, John R. (Randy), Jr.",0.277
110,House,20733,NY,100,"CLARKE, Yvette Diane",-0.608
110,House,20734,NY,100,"HALL, John",-0.319
110,House,20735,NY,100,"GILLIBRAND, Kirsten",-0.446
110,House,20736,NY,100,"ARCURI, Michael",-0.206
110,House,29134,NY,100,"SERRANO, José E.",-0.491
110,House,29375,NY,200,"KING, Peter T.",0.259
110,House,29377,NY,100,"NADLER, Jerrold Lewis",-0.507
110,House,29378,NY,100,"VELÁZQUEZ, Nydia M.",-0.546
110,House,29379,NY,100,"MALONEY, Carolyn Bosher",-0.387
110,House,29380,NY,100,"HINCHEY, Maurice Dunlea",-0.575
110,House,29744,NY,100,"MCCARTHY, Carolyn",-0.294
110,House,29773,NY,200,"FOSSELLA, Vito John",0.426
110,House,29776,NY,100,"MEEKS, Gregory W.",-0.415
110,House,29925,NY,100,"CROWLEY, Joseph",-0.412
110,House,29926,NY,100,"WEINER, Anthony D.",-0.408
110,House,29928,NY,200,"REYNOLDS, Thomas M.",0.349
110,House,39316,NY,200,"McHUGH, John Michael",0.225
110,House,15092,NC,200,"COBLE, Howard",0.52
110,House,15438,NC,100,"PRICE, David Eugene",-0.343
110,House,20340,NC,100,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",-0.404
110,House,20341,NC,100,"MILLER, Brad",-0.376
110,House,20521,NC,200,"FOXX, Virginia Ann",0.624
110,House,20522,NC,200,"McHENRY, Patrick T.",0.524
110,House,20737,NC,100,"SHULER, Heath",-0.07
110,House,29383,NC,100,"WATT, Melvin L.",-0.526
110,House,29546,NC,200,"JONES, Walter Beaman, Jr.",0.244
110,House,29549,NC,200,"MYRICK, Sue",0.56
110,House,29745,NC,100,"ETHERIDGE, Bobby R.",-0.288
110,House,29746,NC,100,"McINTYRE, Mike",-0.148
110,House,29929,NC,200,"HAYES, Robert Cannon (Robin)",0.351
110,House,29384,ND,100,"POMEROY, Earl Ralph, III",-0.266
110,House,14045,OH,200,"REGULA, Ralph Straus",0.221
110,House,15029,OH,100,"KAPTUR, Marcia Carolyn (Marcy)",-0.341
110,House,15604,OH,200,"GILLMOR, Paul Eugene",0.254
110,House,20130,OH,200,"TIBERI, Patrick (Pat)",0.386
110,House,20342,OH,200,"TURNER, Michael R.",0.265
110,House,20343,OH,100,"RYAN, Timothy J.",-0.402
110,House,20540,OH,200,"SCHMIDT, Jean",0.467
110,House,20738,OH,200,"JORDAN, Jim",0.711
110,House,20739,OH,100,"WILSON, Charlie",-0.321
110,House,20740,OH,100,"SUTTON, Betty",-0.44
110,House,20741,OH,100,"SPACE, Zack",-0.167
110,House,20755,OH,200,"LATTA, Robert E.",0.508
110,House,20941,OH,100,"FUDGE, Marcia L.",-0.581
110,House,29136,OH,200,"HOBSON, David Lee",0.315
110,House,29137,OH,200,"BOEHNER, John Andrew",0.513
110,House,29390,OH,200,"PRYCE, Deborah D.",0.32
110,House,29550,OH,200,"CHABOT, Steve",0.542
110,House,29553,OH,200,"LaTOURETTE, Steven C.",0.211
110,House,29748,OH,100,"KUCINICH, Dennis",-0.582
110,House,29930,OH,100,"JONES, Stephanie Tubbs",-0.521
110,House,20131,OK,200,"SULLIVAN, John",0.513
110,House,20344,OK,200,"COLE, Tom",0.323
110,House,20523,OK,100,"BOREN, Daniel David",-0.112
110,House,20742,OK,200,"FALLIN, Mary",0.432
110,House,29393,OK,200,"LUCAS, Frank D.",0.361
110,House,15410,OR,100,"DeFAZIO, Peter Anthony",-0.427
110,House,29588,OR,100,"BLUMENAUER, Earl",-0.426
110,House,29750,OR,100,"HOOLEY, Darlene",-0.315
110,House,29931,OR,100,"WU, David",-0.37
110,House,29932,OR,200,"WALDEN, Greg",0.333
110,House,14072,PA,100,"MURTHA, John Patrick, Jr.",-0.265
110,House,15104,PA,100,"KANJORSKI, Paul E.",-0.303
110,House,20134,PA,200,"SHUSTER, William (Bill)",0.374
110,House,20135,PA,200,"PLATTS, Todd",0.252
110,House,20345,PA,200,"GERLACH, Jim",0.221
110,House,20346,PA,200,"MURPHY, Timothy",0.258
110,House,20525,PA,100,"SCHWARTZ, Allyson Y.",-0.343
110,House,20526,PA,200,"DENT, Charles W.",0.244
110,House,20743,PA,100,"ALTMIRE, Jason",-0.133
110,House,20744,PA,100,"SESTAK, Joe",-0.271
110,House,20745,PA,100,"MURPHY, Patrick",-0.204
110,House,20746,PA,100,"CARNEY, Chris",-0.119
110,House,29396,PA,100,"HOLDEN, Thomas Timothy (Tim)",-0.233
110,House,29559,PA,100,"FATTAH, Chaka",-0.472
110,House,29561,PA,100,"DOYLE, Michael F.",-0.331
110,House,29563,PA,200,"ENGLISH, Philip Sheridan",0.251
110,House,29751,PA,200,"PETERSON, John",0.34
110,House,29752,PA,200,"PITTS, Joseph R.",0.538
110,House,29777,PA,100,"BRADY, Robert A.",-0.484
110,House,20766,PR,200,"FORTUÑO, Luis G.",NA
110,House,20136,RI,100,"LANGEVIN, James",-0.375
110,House,29564,RI,100,"KENNEDY, Patrick Joseph",-0.409
110,House,15064,SC,100,"SPRATT, John McKee, Jr.",-0.256
110,House,20137,SC,200,"BROWN, Henry Edward, Jr.",0.367
110,House,20138,SC,200,"WILSON, Joe",0.529
110,House,20347,SC,200,"BARRETT, James Gresham",0.653
110,House,39300,SC,200,"INGLIS, Robert Durden",0.518
110,House,39301,SC,100,"CLYBURN, James Enos",-0.466
110,House,20349,SD,100,"HERSETH SANDLIN, Stephanie",-0.184
110,House,15019,TN,100,"COOPER, James Hayes Shofner",-0.164
110,House,15100,TN,100,"GORDON, Barton Jennings",-0.204
110,House,15455,TN,200,"DUNCAN, John J., Jr.",0.604
110,House,15628,TN,100,"TANNER, John S.",-0.182
110,House,20350,TN,100,"DAVIS, Lincoln",-0.205
110,House,20351,TN,200,"BLACKBURN, Marsha",0.632
110,House,20747,TN,200,"DAVIS, David",0.55
110,House,20748,TN,100,"COHEN, Stephen",-0.389
110,House,29567,TN,200,"WAMP, Zachary Paul",0.428
110,House,14290,TX,200,"PAUL, Ronald Ernest",0.863
110,House,15049,TX,100,"ORTIZ, Solomon P.",-0.272
110,House,15085,TX,200,"BARTON, Joe Linus",0.528
110,House,15445,TX,200,"SMITH, Lamar Seeligson",0.425
110,House,20139,TX,200,"CULBERSON, John",0.503
110,House,20352,TX,200,"HENSARLING, Jeb",0.703
110,House,20353,TX,200,"NEUGEBAUER, Randy",0.628
110,House,20355,TX,200,"BURGESS, Michael C.",0.565
110,House,20356,TX,200,"CARTER, John R.",0.487
110,House,20527,TX,200,"GOHMERT, Louie",0.644
110,House,20528,TX,200,"POE, Ted",0.594
110,House,20529,TX,100,"GREEN, Al",-0.448
110,House,20530,TX,200,"MCCAUL, Michael T.",0.41
110,House,20531,TX,200,"CONAWAY, K. Michael",0.593
110,House,20532,TX,200,"MARCHANT, Kenny",0.6
110,House,20533,TX,100,"CUELLAR, Henry",-0.225
110,House,29143,TX,200,"JOHNSON, Sam",0.61
110,House,29144,TX,100,"EDWARDS, Thomas Chester (Chet)",-0.226
110,House,29571,TX,100,"DOGGETT, Lloyd Alton, II",-0.403
110,House,29572,TX,200,"THORNBERRY, William McClellan (Mac)",0.525
110,House,29573,TX,100,"JACKSON LEE, Sheila",-0.459
110,House,29759,TX,200,"SESSIONS, Pete",0.584
110,House,29760,TX,200,"BRADY, Kevin Patrick",0.52
110,House,29761,TX,100,"LAMPSON, Nicholas V.",-0.179
110,House,29762,TX,200,"GRANGER, Kay",0.403
110,House,29763,TX,100,"HINOJOSA, Rubén",-0.34
110,House,29764,TX,100,"REYES, Silvestre",-0.321
110,House,29771,TX,100,"RODRIGUEZ, Ciro D.",-0.349
110,House,29943,TX,100,"GONZALEZ, Charles A.",-0.347
110,House,39304,TX,100,"GREEN, Raymond Eugene (Gene)",-0.324
110,House,39305,TX,100,"JOHNSON, Eddie Bernice",-0.485
110,House,94828,TX,200,"HALL, Ralph Moody",0.424
110,House,20140,UT,100,"MATHESON, James David (Jim)",-0.115
110,House,20357,UT,200,"BISHOP, Robert (Rob)",0.537
110,House,29766,UT,200,"CANNON, Christopher B.",0.596
110,House,20750,VT,100,"WELCH, Peter",-0.399
110,House,20765,VI,100,"CHRISTENSEN, Donna Marie",NA
110,House,14869,VA,200,"WOLF, Frank Rudolph",0.284
110,House,15010,VA,100,"BOUCHER, Frederick C.",-0.265
110,House,20141,VA,200,"DAVIS, Jo Ann",0.426
110,House,20143,VA,200,"FORBES, J. Randy",0.407
110,House,20144,VA,200,"CANTOR, Eric",0.518
110,House,20534,VA,200,"DRAKE, Thelma D.",0.402
110,House,20756,VA,200,"WITTMAN, Robert J.",0.447
110,House,29149,VA,100,"MORAN, James P.",-0.302
110,House,29576,VA,200,"DAVIS, Thomas M., III",0.282
110,House,39307,VA,100,"SCOTT, Robert C.",-0.451
110,House,39308,VA,200,"GOODLATTE, Robert William",0.496
110,House,89767,VA,200,"GOODE, Virgil H., Jr.",0.439
110,House,14413,WA,100,"DICKS, Norman DeValois",-0.312
110,House,15613,WA,100,"MCDERMOTT, James A.",-0.666
110,House,20145,WA,100,"LARSEN, Richard Ray (Rick)",-0.365
110,House,20535,WA,200,"MCMORRIS RODGERS, Cathy",0.436
110,House,20536,WA,200,"REICHERT, David G.",0.224
110,House,29580,WA,200,"HASTINGS, Richard Norman (Doc)",0.416
110,House,29768,WA,100,"SMITH, Adam",-0.291
110,House,29937,WA,100,"INSLEE, Jay Robert",-0.33
110,House,29938,WA,100,"BAIRD, Brian",-0.342
110,House,14448,WV,100,"RAHALL, Nick Joe, II",-0.306
110,House,15083,WV,100,"MOLLOHAN, Alan Bowlby",-0.292
110,House,20146,WV,200,"CAPITO, Shelley Moore",0.285
110,House,12036,WI,100,"OBEY, David Ross",-0.45
110,House,14657,WI,200,"SENSENBRENNER, Frank James, Jr.",0.638
110,House,14675,WI,200,"PETRI, Thomas Evert",0.379
110,House,20537,WI,100,"MOORE, Gwendolynne S. (Gwen)",-0.52
110,House,20751,WI,100,"KAGEN, Steven",-0.317
110,House,29769,WI,100,"KIND, Ron",-0.26
110,House,29939,WI,200,"RYAN, Paul D.",0.556
110,House,29940,WI,100,"BALDWIN, Tammy",-0.486
110,House,29584,WY,200,"CUBIN, Barbara L.",0.501
110,Senate,49700,AL,200,"SESSIONS, Jefferson Beauregard (Jeff), III",0.549
110,Senate,94659,AL,200,"SHELBY, Richard C.",0.446
110,Senate,12109,AK,200,"STEVENS, Theodore Fulton (Ted)",0.219
110,Senate,40300,AK,200,"MURKOWSKI, Lisa",0.203
110,Senate,15039,AZ,200,"McCAIN, John Sidney, III",0.381
110,Senate,15429,AZ,200,"KYL, Jon Llewellyn",0.548
110,Senate,29305,AR,100,"LINCOLN, Blanche Lambert",-0.166
110,Senate,40301,AR,100,"PRYOR, Mark",-0.199
110,Senate,15011,CA,100,"BOXER, Barbara",-0.45
110,Senate,49300,CA,100,"FEINSTEIN, Dianne",-0.268
110,Senate,29108,CO,200,"ALLARD, A. Wayne",0.572
110,Senate,40500,CO,100,"SALAZAR, Kenneth Lee",-0.223
110,Senate,14213,CT,100,"DODD, Christopher John",-0.328
110,Senate,15704,CT,100,"LIEBERMAN, Joseph I.",-0.205
110,Senate,14101,DE,100,"BIDEN, Joseph Robinette (Joe), Jr.",-0.314
110,Senate,15015,DE,100,"CARPER, Thomas Richard",-0.179
110,Senate,14651,FL,100,"NELSON, Clarence William (Bill)",-0.193
110,Senate,40501,FL,200,"MARTINEZ, Melquiades R. (Mel)",0.333
110,Senate,29512,GA,200,"CHAMBLISS, Saxby",0.423
110,Senate,29909,GA,200,"ISAKSON, Johnny",0.402
110,Senate,4812,HI,100,"INOUYE, Daniel Ken",-0.319
110,Senate,14400,HI,100,"AKAKA, Daniel Kahikina",-0.419
110,Senate,14809,ID,200,"CRAIG, Larry Edwin",0.494
110,Senate,29345,ID,200,"CRAPO, Michael Dean",0.505
110,Senate,15021,IL,100,"DURBIN, Richard Joseph",-0.339
110,Senate,40502,IL,100,"OBAMA, Barack",-0.343
110,Senate,14506,IN,200,"LUGAR, Richard Green",0.304
110,Senate,49901,IN,100,"BAYH, Evan",-0.158
110,Senate,14226,IA,200,"GRASSLEY, Charles Ernest",0.362
110,Senate,14230,IA,100,"HARKIN, Thomas Richard (Tom)",-0.351
110,Senate,14852,KS,200,"ROBERTS, Charles Patrick (Pat)",0.413
110,Senate,29523,KS,200,"BROWNBACK, Sam Dale",0.439
110,Senate,14921,KY,200,"MCCONNELL, Addison Mitchell (Mitch)",0.402
110,Senate,15406,KY,200,"BUNNING, James Paul David",0.521
110,Senate,29918,LA,200,"VITTER, David",0.495
110,Senate,49702,LA,100,"LANDRIEU, Mary L.",-0.203
110,Senate,14661,ME,200,"SNOWE, Olympia Jean",0.091
110,Senate,49703,ME,200,"COLLINS, Susan Margaret",0.124
